PDF_File,Page,Line,Matched_Text
downloads/Serramanna\Progetti\11278\08_IDSAID003_PEXTPRR009R1.pdf,12,11,previsto di realizzare il by-pass con la condotta sud orientale sulla S.S. 125 all’altezza del ristorante “I
downloads/Serramanna\Progetti\11278\08_IDSAID003_PEXTPRR009R1.pdf,48,7,altezza per lo più in pessime condizioni di conservazione estetica e strutturale.
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,15,11,"all'altezza del ristorante (cid:24)(cid:10)(cid:8)(cid:25)(cid:2)(cid:13)(cid:5)(cid:16)(cid:15)(cid:7), in corrispondenza del quale le due condotte sembrano essere molto vicine, da"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,26,16,essendo a consistente altezza da terra costituiscono comunque una condizione di rischio da valutare attentamente.
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,43,18,• Saranno organizzate e coordinate dall’Impresa Affidataria in modo che non sia presente altro personale
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,48,22,inoltre minimizzazione l’altezza di caduta del materiale dalla benna dell’escavatore ed effettuare il trasporto della
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,50,9,=(cid:7)(cid:13)(cid:4)(cid:5)(cid:15)(cid:15)(cid:3)(cid:6)(cid:7)#(cid:24)(cid:4)(cid:2)(cid:10)(cid:2) all’altezza del km 28 circa (presso Donori).
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,50,11,"tubo camicia di idoneo diametro che la ospiterà, senza effettuare scavi che prevedano la demolizione di altre"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,55,35,"pannelli di rete metallica di idonea altezza e tenuti alla base da idonei basamenti in cemento, come anche indicato ai"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,65,8,"arbustiva spontanea rada di modesta entità (diametro cm. 2- 4), eseguito su sommità di scarpate e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,65,16,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,65,19,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,65,20,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,65,23,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,66,5,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,66,8,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,66,9,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,66,12,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,66,25,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,66,29,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,66,32,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,67,11,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,67,15,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,67,18,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,82,11,"zincato fissati nel terreno a distanza di 1 m: a) altezza 1,00 m, costo di utilizzo dei materiali per"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,83,31,diametro 230 mm; costo di utilizzo della segnalazione completa per un mese: a) dimensioni
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,84,10,"lampeggiante gialla nel disco di centro, collocato su palo sagomato di altezza pari a 2 m, base di"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,84,18,"lo spostamento, completi di lanterne (3 luci 1 via) di diametro 200-300 mm e relative centrali"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,84,27,"in polistirolo antiurto, diametro 200 mm, ruotabile a 360 rispetto alla base, funzionamento a"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,85,7,"manutenzione ordinaria di breve durata: b) altezza del cono pari a 50 cm, con 3 fasce rifrangenti;"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,85,22,"altezza non inferiore a cm 120 di cui almeno cm 20 da infiggere nel terreno, a cui ancorare il"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,97,8,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,97,11,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,97,12,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,97,15,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,97,27,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,97,30,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,97,31,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,97,34,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,98,14,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,98,18,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,98,21,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,98,34,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,99,7,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,99,10,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,106,7,"zincato fissati nel terreno a distanza di 1 m: a) altezza 1,00 m, costo di utilizzo dei materiali per"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,106,23,"altezza non inferiore a cm 120 di cui almeno cm 20 da infiggere nel terreno, a cui ancorare il"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,115,8,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,115,11,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,115,12,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,115,15,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,115,27,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,115,30,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,115,31,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,115,34,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,116,14,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,116,18,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,116,21,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,116,34,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,117,7,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,117,10,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,124,7,"zincato fissati nel terreno a distanza di 1 m: a) altezza 1,00 m, costo di utilizzo dei materiali per"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,124,23,"altezza non inferiore a cm 120 di cui almeno cm 20 da infiggere nel terreno, a cui ancorare il"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,133,8,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,133,11,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,133,12,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,133,15,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,133,27,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,133,30,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,133,31,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,133,34,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,134,14,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,134,18,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,134,21,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,134,34,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,135,7,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,135,10,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,143,7,"zincato fissati nel terreno a distanza di 1 m: a) altezza 1,00 m, costo di utilizzo dei materiali per"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,144,10,diametro 230 mm; costo di utilizzo della segnalazione completa per un mese: a) dimensioni
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,144,17,"lampeggiante gialla nel disco di centro, collocato su palo sagomato di altezza pari a 2 m, base di"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,144,25,"lo spostamento, completi di lanterne (3 luci 1 via) di diametro 200-300 mm e relative centrali"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,145,5,"in polistirolo antiurto, diametro 200 mm, ruotabile a 360 rispetto alla base, funzionamento a"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,145,13,"manutenzione ordinaria di breve durata: b) altezza del cono pari a 50 cm, con 3 fasce rifrangenti;"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,145,28,"altezza non inferiore a cm 120 di cui almeno cm 20 da infiggere nel terreno, a cui ancorare il"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,154,8,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,154,11,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,154,12,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,154,15,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,154,27,"cantiere in ambienti all'aperto di altezza minima, misurata dal piano di calpestio, pari a 200 cm,"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,154,30,"dimensioni di 3500x2000 mm costituiti da cornice perimetrale tubolare diametro 41,5 mm"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,154,31,tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e maglia di circa 300x100
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,154,34,colorato con maglie ovoidali di altezza 200 cm e posata a correre ed in vista all'esterno del
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,155,14,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,155,18,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,155,21,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,155,34,"carrabile per recinzione mobile di cantiere in ambienti all'aperto di altezza minima, misurata dal"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,156,7,"diametro 41,5 mm tamponata con rete elettrosaldata in tondini di acciaio di diametro 4 mm e"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,156,10,schermante in polietilene estruso colorato con maglie ovoidali di altezza 200 cm e posata a correre
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,165,9,"zincato fissati nel terreno a distanza di 1 m: a) altezza 1,00 m, costo di utilizzo dei materiali per"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,166,11,diametro 230 mm; costo di utilizzo della segnalazione completa per un mese: a) dimensioni
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,166,18,"lampeggiante gialla nel disco di centro, collocato su palo sagomato di altezza pari a 2 m, base di"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,166,26,"lo spostamento, completi di lanterne (3 luci 1 via) di diametro 200-300 mm e relative centrali"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,167,7,"in polistirolo antiurto, diametro 200 mm, ruotabile a 360 rispetto alla base, funzionamento a"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,167,15,"manutenzione ordinaria di breve durata: b) altezza del cono pari a 50 cm, con 3 fasce rifrangenti;"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,167,30,"altezza non inferiore a cm 120 di cui almeno cm 20 da infiggere nel terreno, a cui ancorare il"
downloads/Serramanna\Progetti\11278\09_IDSAID003_PEXTPRR010R2.pdf,176,7,"arbustiva spontanea rada di modesta entità (diametro cm. 2- 4), eseguito su sommità di scarpate e"
